1,69,79,16979,"Azul Petroleo","Blue Oil","темно-зеленый","Dark Green","dunkelblau","Dark Blue","Bleu de Berlin","Berlin Blue","孔雀蓝色","Peacock Blue","grigio verde antracite","Anthracite Gray Green","어두운 청록색","Dark blue-green","ダークブルー","Dark Blue","Dull Dark Green","Blue","Midnight Blue",267.67,272.08
17,56,4,17564,"verde oscuro","Dark Green","зеленый","Green","dunkelgrün","Dark Green","vert","Green","军绿色","Army Green","verde scuro","Green","초록색","Green","黒緑","Blackish green","Sherwood Green","Dark Green","Dark Green",330.03,297.1
20,66,9,20669,"verde","Green","Зелёный","Green","dunkel grün","Dark Green","vert","Green","深黄绿色","Dark Yellow Green","verde","Green","어두운초록","Dark green","緑色","Green","Sherwood Forest Green","Green","Dark Green",294.62,321.8
20,9,93,20993,"color azul oscuro","Dark Blue","темно-синий","Dark Blue","dunkelblau","Dark Blue","bleu marine","Navy Blue","蓝色","Blue","blu","Blue","푸른색","Blue","濃い青","Dark Blue","Dark Royal Blue","Navy","Midnight Blue",289.9,224.33
2,112,3,21123,"verde","Green","зелёный","Green","grün","Green","vert","Green","綠色","Green","verde","Green","초록색","Green","緑","Green","St. Patrick'S Day Green","Green","Forest Green",269.08,330.72
2,22,69,22269,"azul","Blue","Синий","Blue","schwarz-blau","Black And Blue","bleu","Blue","蓝色","Blue","blu","Blue","청색","Blue","非常にダークブルー","Very dark blue","Dark Navy Blue","Navy Blue","Navy Blue",281.6,268.6
0,223,38,22338,"Verde","Green","зеленый","Green","grün","Green","vert","Green","亮綠色","Bright Green","ocra verde chiaro","Ocher Light Green","초록색","Green","緑","Green","Bright Neon Green","Green","Bright Green",203.14,425.53
0,25,244,25244,"azul","Blue","синий","Blue","königsblau","Royal Blue","bleu","Blue","藍色","Blue","blu","Blue","진한파란색","Dark blue","ブルー","Blue","Dark Bright Blue","Blue","Electric Blue",185.28,115.39
0,254,45,25445,"verde","Green","ярко-салатовый","Bright Green","Grün","Green","vert","Green","绿色","Green","verde acceso fosforescente","Green","녹색","Green","みどり","Green","Highlighter Green","Green","Bright Green",166.69,480.69
27,2,39,27239,"negro fuerte","Strong Black","Чёрный","Black","schwarz","Black","bleu nuit","Midnight Blue","黑","Black","nero","Black","검은색","Black","ミッドナイトブルー","Midnight blue","Charcoal Black","Midnight","Dark Purple",308.06,275.04
2,74,64,27464,"verde oscuro","Dark Green","Зелёный","Green","förstergrün","Green Ranger","vert","Green","军绿色","Army Green","nero","Green","녹색","Green","深い緑","Dark green","Dark Sea Foam Green","Teal","Blue Green",266.86,289.38
0,28,200,28200,"azul","Blue","синий","Blue","kräftiges blau","Strong Blue","BLEU","Blue","深蓝色","Navy Blue","blu","Blue","파랑색","Blue","青は非常に子供の頃","Blue is very childhood","Bright Royal Blue","Navy","Indigo Blue",235.56,163.16
29,1,96,29196,"azul","Blue","темно-синий","Dark Blue","dunkelblau","Dark Blue","bleu nuit","Midnight Blue","深藍色","Navy Blue","nero","Blue","파랑색","Blue","藍","Indigo","Dark Violet Blue","Blue","Simple Purple",296.52,220.34
33,68,2,33682,"verde aceituna","Olive Green","зелёный папоротник","Green Fern","Grün","Green","vert","Green","深绿","Dark Green","vered","Vered","진한녹색","Dark green","深緑","Dark green","Dark Olive Green","Forrest Green","Forrest Green",305,300.66
3,37,13,33713,"VERDE OSCURO","Dark Green","темно-зеленый","Dark Green","dunkel grün","Dark Green","vert","Green","黑色","Black","verde scuro","Dark","검은색","Black","黒","Black","Shaded Moss Green","Dark Evergreen","Dark Evergreen",315.85,286.1
35,2,25,35225,"CAFE INTENSO","Strong Coffee","яркий черный","Bright Black","Schwarz","Black","violet foncet","Purple Lock Cover","黑色","Black","nero","Black","검정색","Black","黒","Black","Dark Blackish Purple","Plum","Black",319.38,291.11
3,53,76,35376,"azul obscuro","Dark Blue","темное ночное небо","The Dark Night Sky","dunkelblau","Dark Blue","bleu","Blue","深蓝色","Dark Blue","blu scuro","Dark Blue","진한파란색","Dark blue","紺","Navy blue","Dark Teal Green","Blue","Dark Blue",275.18,270.17
3,57,58,35758,"verde monte","Green Mount","темно зеленый","Dark Green","dunkelgrün","Dark Green","bleu noir","Blue Black","深綠色","Dark Green","blu scuro","Blue","어두운청록","Dark green","みどり","Green","Dark Jade Green","Pine Green","Pine Green",303.51,282.32
3,79,32,37932,"verde sucio oscuro","Dark Dirty Green","темно зеленый","Dark Green","dunkelgrün","Dark Green","vert bouteille","Bottle Green","绿色","Green","Verde primavera scuro","Dark Green Spring","짙은녹색","Dark green","ダークグリーン","Dark Green","Christmas Green","Dark Green","Hunter Green",269.58,303.99
3,81,88,38188,"AZUL PETROLEO","Oil Blue","сине-зеленый","Blue-Green","blau","Blue","bleu petrole","Blue Oil","深蓝色","Navy Blue","verdone chiaro","Green","짙은 하늘색","Dark blue","マリンブルー","Marine blue","Rainforest Green","Dark Blue","Dark Teal",253.3,280.77
3,83,35,38335,"verde abscuro","Green Abscuro","темно-зеленый","Dark Green","Grün","Green","vert","Green","深綠色","Dark Green","verde","Green","녹색","Green","こいみどり","Green Shoi","Hunters Green Camo","Hunter Green","Hunter Green",264.13,302.17
39,98,0,39980,"verde oscuro","Dark Green","темно-зеленый","Dark Green","Dunkles Olivgrün","Dark Olive Green","vert","Green","草绿色","Grass Green","verde","Dark Green","진녹색","Dark green","緑","Green","Light Hunter Green","Green","Grassy Green",280.97,327.59
4,196,7,41967,"verde","Green","зеленый","Green","grün","Green","vert","Green","綠色","Green","verde","Green","녹색","Green","緑","Green","Dark Pastel Green","Lime","Scream Green",250.57,409.03
42,3,13,42313,"negro","Black","коричневый","Brown","dunkelbraun","Dark Brown","marron foncé","Dark Brown","茶褐色","Dark Brown","marone","Brown","초콜릿색","Chocolate","暗茶色","Dark brown","Chocolate Brown","Chocolate","Chocolate",341.09,295.33
43,6,23,43623,"color negro","Color Black","Чёрный","Black","dunkelbraun","Dark Brown","noir","Black","茄子绀","Eggplant Purple","nero","Black","검정","Black","暗い紫","Dark purple","Dark Maroonish Purple","Black","Black",331.22,283.92
44,91,2,44912,"verde árbol de navidad","Green Christmas Tree","лист дуба","Oak Leaf","waldgrün","Forest Green","vert","Green","绿","Green","j","Green","녹색","Green","濃い緑","Dark green","Dark Spruce Green","Olive","Scott Green",274.15,298.65
4,5,133,45133,"azulino","Bluish","Кобальт синий","Cobalt Blue","blau","Blue","bleu","Blue","深藍色","Navy Blue","blu","Blue","진한파랑","Dark blue","暗い青","Dark blue","True Royal Blue","Blue","Royal Blue",272.59,208.63
46,34,5,46345,"cafe","Coffee","темно-коричневый","Umber","grauschwarz","Gray Black","noir aniline","Aniline Black","褐色","Brown","Nero","Black","어두운 갈색","Dark brown","茶色","Brown","Moonless Night","Walnut","Dark Brown",304.54,238.22
4,70,14,47014,"verde","Green","темно-зеленый","Dark Green","dunkelgrün","Dark Green","vert","Green","军绿色","Army Green","Verde notte","Green","녹색","Green","緑","Green","Robin Hood Green","Green","Pine Green",282.01,315.68
4,93,28,49328,"verde oscuro","Dark Green","темно зеленый","Dark Green","Dunkelgrün","Dark Green","vert","Green","深綠色","Dark Green","verde","Green","초록색","Green","緑色","Green","Perfectly Green","Green","Emerald Green",268.59,324.26
49,4,60,49460,"negro tormentoso","Stormy Black","Чёрный","Black","lila","Purple","ultra-violets","Ultraviolet","靛色","Indigo","viola","Violet","보라색","Purple","暗紫色","Purple-black","Royal King Purple","Black","Durklepurple",328.22,261.23
5,11,51,51151,"azul marino oscuro","Dark Navy","темно-фиолетовый","Plum","tiefdunkles blau","Deep Dark Blue","bleu marine","Navy Blue","深藍色","Navy Blue","blu","Blue","푸른색","Blue","ダークブルー","Dark Blue","Deep Dark Blue","Blue","Pinstripe Blue",313.67,276.54
51,52,6,51526,"verde fuerte","Strong Green","черный","Sable","baumgrün","Green Tree","vert foncé","Dark Green","军绿色","Army Green","H","Dark Brown","녹색","Green","暗いみどり","Dark green","Not Quite Black","Forst Green","Forst Green",310.05,304.5
5,155,0,51550,"verde fuerte","Strong Green","зеленый","Green","grün","Green","vert","Green","绿色","Green","verde","Green","녹색","Green","ブライトグリーン","Bright Green","Green Of Nature","Green","Grass Green",267.84,373.8
51,78,2,51782,"verde","Green","темно-зеленый","Dark Green","grün","Green","vert foncé","Dark Green:","军绿色","Army Green","verde","Green","녹색","Green","緑","Green","Deep Jungle Green","Moss","Olive Green",312.69,309.78
52,33,4,52334,"cafe","Coffee","черно-коричневый","Black-Brown","Schwarz","Black","marron","Brown","深棕色","Dark Brown","antracite scuro","Iron Color","어두운 갈색","Dark brown","茶","Brown","Chocolate Brown","Dirt","Black Brown",326.75,272.38
52,97,5,52975,"verde soldado","Green Soldier","темно-зеленый","Dark Green","tannen grün","Fir Green","vert","Green","綠色","Green","verde","Green","진한녹색","Dark green","グリーン","Green","Deep Sage Green","Green","Forest Green",300.41,327.84
5,46,93,54693,"azul oscuro","Dark Blue","синий","Blue","rembrand blau","Rembrandt Blue","Bleu foncé","Dark Blue","碧蓝","Blue","blu di prussia","Blue","곤색","Navy","紺","Navy blue","Patriotic Blue","Blue","Dark Blue",255.34,252.91
0,56,187,56187,"azul","Blue","Синий","Blue","blau","Blue","bleu","Blue","青色","Blue","blu","Blue","파랑","Blue","あお","Blue","Dark Ocean Blue","Blue","Sky Blue",204.18,181.42
56,32,1,56321,"cafe","Coffee","тёмно-коричневый","Umber","dunkelbraun","Dark Brown","marron","Brown","棕色","Brown","nero","Brown","갈색","Brown","茶色","Brown","Deep Chocolate","Espresso","Chocolate",347.15,292.49
5,68,23,56823,"Verde oscuro","Dark Green","темо-зеленый","Temo Green","grün","Green","vert","Green","绿色","Green","verde scuro","Dark Green","녹색","Green","緑","Green","Dark Dark Green","Darkened Green","Darkened Green",289.07,305.06
5,80,51,58051,"verde oscuro","Dark Green","зеленый","Green","dunkel moosgrün","Dark Green Moss","vert foncé","Dark Green:","墨绿色","Dark Green","verde","Green","암록색","Dark green","みどり","Green","Medium Hunters Green","Green","Forest Green",264.75,310.09
59,0,20,59020,"Bordó oscuro","Dark Burgundy","темно-коричневый","Umber","Braun","Brown","rouge marron","Red Brown","黑","Black","testa di moro","Dark Brown","갈색","Brown","赤紫","Purplish red","Big Foot Brown","Brown","Brown",341.22,268.21
59,31,6,59316,"cafe oscuro","Dark Brown","коричневый","Brown","signalbraun","Signal-Brown","marron","Brown","棕色","Brown","marrone","Brown","갈색","Brown","茶色","Brown","Chocolate Brown","Brown","Brown",340.91,276.96
59,49,1,59491,"marron negroide","Brown Negroid","зеленовато-коричневый","Greenish-Brown","braun","Brown","brun","Brown","深橄榄","Dark Olive","marrone","Brown","갈색","Brown","茶色","Brown","Greenish Black","Greenish Brown","Greenish Brown",335.13,291.33
61,0,47,61047,"MORADO","Purple","темно-сиреневый","Dark Purple","dunkelviolett","Dark Purple","violet","Purple","紫色","Purple","nero","Purple","어두운 자주색","Dark purple","紫","Purple","Blackcurrant Purple","Stanley Plum","Stanley Plum",336.56,272.05
61,16,5,61165,"marron","Brown","бордовый","Vinous","Dunkelbraun","Dark Brown","marron","Brown","深啡色","Dark Brown","marrone","Brown","갈색","Brown","こげた赤茶","Burnt red tea","Chocolate Brown","Dark Brown","Dark Brown",347.92,285.86
6,13,67,61367,"AZUL OSCURO","Dark Blue","тёмно-синий","Dark Blue","dunkelblau","Dark Blue","BLEU PROFOND","Deep Blue","深蓝","Deep Blue","blu scuro","Blue","군청색","Ultramarine","紺色","Deep blue","Super Dark Royal Blue","Dark Blue","Very Dark Blue",288.86,272.43
6,137,2,61372,"verde oscuro","Dark Green","зеленый","Green","dunkelgrün","Dark Green","vert","Green","綠色","Green","verde scuro","Dark Green","녹색","Green","緑","Green","Mr. Green Jeans","Green","Forest Green",253.81,353.21
6,32,39,63239,"gris","Gray","тёмный цвета морской волны","Dark Navy Blue","anthrazit","Anthracite","noir","Black","黑色","Black","nero","Black","검은색","Black","黒い","Black","Deepest Graphite","Black","Black",296.82,273.08
63,32,6,63326,"color marrón oscuro","Dark Brown","темный орех","Dark Walnut","braun","Brown","marron","Brown","棕色","Brown","marrone scuro","Dark Brown","갈색","Brown","茶","Brown","Root Beer Brown","Brown","Black Brown",353.36,290.08
63,52,4,63524,"marrón barroco","Baroque Brown","темнокоричневый","Dark Brown","dunkelbraun","Dark Brown","marron","Brown","深褐色","Dark Brown","verde","Green","갈색","Brown","ダークブラウン","Dark brown","Dark Hazel Brown","Brown","Brown",335.43,299.52
63,8,46,63846,"MORADO","Purple","Черный","Black","dunkelrot","Dark","violet foncé","Dark Purple","紫色","Purple","marrone scuro","Dark Brown","보라색","Purple","暗い紅色","Dark purple","Twilight Lavendar","Plum","Dark Purple",346.18,280
6,43,22,64322,"verde oscuro","Dark Green","темно-зеленый","Dark Green","grün","Green","vert foncé","Dark Green:","绿色","Green","verde","Green","진한 초록색","Dark green","ダークグリーン","Dark Green","Dark Pine Green","Black","Dark Green",287.68,290.71
6,79,53,67953,"verde musgo","Moss Green","Зелёный","Green","grün","Green","vert","Green","深綠","Dark Green","verde scuro","Lawn Green","녹색","Green","深みどり","Deep green","Pinetree Green","Green","Blue Green",259.45,297.85
68,9,60,68960,"purpura","Purple","грязно-бордовый","Dirty Burgundy","violet","Violet","mauve","Mauve","藍紫色","Blue-Violet","violetto scuro","Violet","보라색","Purple","紫","Purple","Midnight Purple","Purple","Eggplant",338.42,258.97
7,0,153,70153,"Azul Oscuro","Dark Blue","ярко-синий","Bright Blue","Blau","Blue","bleu","Blue","蓝色","Blue","blu","Blue","청색","Blue","青","Blue","Deep Ocean Blue","Blue","Uniform Blue",263.38,196.29
70,6,69,70669,"morado","Purple","тёмно-фиолетовый","Plum","violett","Violet","violet foncé","Dark Purple","紫色","Purple","viola","Purple","어두운 보라색","Dark purple","紫","Purple","Halloween Purple","Mauve","Purely Purple",334.89,263.76
70,70,8,70708,"verde","Green","оливковый","Olive","Kaki","Kaki","vert foncé","Dark Green:","墨綠色","Dark Green","verde","Green","갈색","Brown","暗緑色","Dark green","Dark Army Green","Dark Green","Jungle Green",330.51,305.47
70,7,44,70744,"morado fuerte","Strong Purple","баклажановый","Aubergine","dunkelrot","Dark","marron violet","Brown Violet","紫色","Purple","amarro","Purple","갈색","Brown","深紫","Deep purple","Brownish Purple","Dark Purple","Dark Purple",353.42,274.51
72,39,5,72395,"cafe","Coffee","коричневый","Brown","braun","Brown","marron","Brown","棕色","Brown","marrone","Brown","갈색","Brown","茶色","Brown","Chocolate Brown","Brown","Dark Brown",358.13,284.05
7,26,76,72676,"azul obscuro","Dark Blue","темно-синий","Dark Blue","königsblau","Royal Blue","BLEU PROFOND","Deep Blue","蓝色","Blue","blu","Blue","짙은 파란색","Dark blue","青","Blue","Night Time Blue","Blue","Midnight Blue",281.21,259
73,9,59,73959,"morado oscuro","Purple","фиолетовый","Violet","violett","Violet","aubergine (violet aubergine )","Aubergine (Eggplant Purple)","紫色","Purple","Viola susina matura","Purple Ripe Plum","자주색","Purple","深紫","Deep purple","Deep Purple Plum","Purple","Brown Purple",343.72,262.21
7,4,182,74182,"azul","Blue","ярко-синий","Bright Blue","blau","Blue","bleu foncé","Dark Blue","藍色","Blue","blu","Blue-Violet","파란색","Blue","青","Blue","Deep Royal Blue","Blue","Dodger Blue",246.63,178.44
80,0,86,80086,"violeta","Violet","Фиолетовый","Purple","dunkelviolett","Dark Purple","violet foncé","Dark Purple","紫色","Purple","violet","Violet","짙은 보라","Deep purple","ヴァイオレット","Violet","Popping Purple","Purple","Purple Wine",340.96,247.58
8,1,168,81168,"azul","Blue","синий","Blue","blau","Blue","bleu","Blue","藍色","Blue","blu","Blue","파랑","Blue","ミディアムブルー","Medium Blue","Neon Bright Blue","Blue","Medium Navy",258.93,181.68
84,17,1,84171,"MARRÓN OSCURO","Dark Brown","умбра жжёная","Burnt Umber","dunkles rotbraun","Dark Reddish Brown","marron","Brown","褐色","Brown","marrone","Brown","갈색","Brown","茶色","Brown","Mahoganny Brown","Brown","Dark Leather",370.18,286.84
84,6,80,84680,"color violeta oscuro","Dark Violet","сливовый","Plum","violett","Violet","violet","Purple","紫色","Purple","viola scuro","Purple","보라색","Purple","紫","Purple","Morning Glory Purple","Purple","Royal Purple",383.18,266.8
86,16,3,86163,"marron oscuro","Dark Brown","Коричневый","Brown","braun","Brown","rouge foncé","Dark Red","棕色","Brown","marone","Brown","갈색","Brown","茶色","Brown","Chestnut Brown","Maroon","Dark Leather",378.93,280.82
9,0,106,90106,"Azul rey","Blue King","синий","Blue","Blau","Blue","bleu foncé","Dark Blue","海军","Navy","blu","Blue","청색","Blue","ネイビーブルー","Navy Blue","Deep Royal Blue","Navy Blue","Dark Blue",276.77,220.78
0,92,252,92252,"azul","Blue","синий","Blue","stahlblau","Steel Blue","bleu","Blue","蓝色","Blue","blu","Blue","파랑색","Blue","あお","Blue","Swimming Pool Blue","Blue","Stunning Blue",141.24,135.61
92,5,52,92552,"morado vino","Purple Wine","вино","Wine","dunkellila","Dark Purple","bordeaux","Burgundy","暗洋红色","Dark Magenta","marrone","Brown","진한피자주색","Dark purple blood","暗赤色","Dark red","Berry Berry Purple","Maroon","Eggplant",366.13,272.58
9,28,23,92823,"Negro Noche","Black Night","чёрный","Black","schwarz","Black","noir","Black","黑色","Black","nero","Black","검은색","Black","黒","Black","Midnight Black","Black","Black",319.13,280.55
93,21,0,93210,"cafe","Coffee","темно коричневый","Dark Brown","dunkelbraun","Dark Brown","marron chatain foncé","Dark Chestnut Brown","深棕色","Dark Brown","marrone","Brown","검은색","Black","紅","Crimson","Chocolate Brown","Brown","Dark Brown",388.09,288.9
93,41,5,93415,"cafe oscuro","Dark Brown","коричневый","Brown","braun","Brown","MARRON FONCE","Dark Brown","棕色","Brown","marrone chiaro","Brown","갈색","Brown","茶色","Brown","Cinnamon Chocolate","Brown","Saddle Brown",383.75,301.39
94,0,51,94051,"morado oscuro","Purple","светло-бордовый","Light Purple","brombeer-rot","Blackberry-Red","Prune","Plum","栗色","Maroon","viola","Violet","자주색","Purple","レッドワイン","Red wine","Dark Purplish Pink","Maroon","Burgandy",367.03,264.43
9,4,106,94106,"azul","Blue","синий","Blue","Dunkles Mitternachtsblau","Dark Midnight Blue","bleu","Blue","蓝色","Blue","azzurro","Blue","파랑","Blue","くらい紺","Long navy blue","Deep Space Blue","Dark Blue","Dark Blue",283.23,224.61
94,6,64,94664,"lila en la noche","Lilac At Night","бордовый","Vinous","lila","Purple","violet","Purple","紫色","Purple","rosso scuro","Purple","보라색","Purple","ぶどう色","Budoiro","Midnight Satin Purple","Purple","Purple",362.15,252.76
95,75,2,95752,"cafe","Coffee","коричневатый","Brownish","schokoladenbraun","Chocolate-Brown","kaki","Khaki","棕色","Brown","marone","Brown","밝은 갈색","Light brown","緑がかった茶","Greenish brown","Some Type Of Brown","Brownish Green","Brownish Green",363.85,312.54
96,6,60,96660,"morado","Purple","фиолетовый","Violet","burgunder","Burgundy","PRUNE","Plum","褐色","Brown","verde","Seaweed Green","청색","Blue","深グリーン","Deep Green","Dark Navy Green","Navy","Midnight Blue",290.35,283.91
9,66,60,96660,"morado","Purple","фиолетовый","Violet","burgunder","Burgundy","PRUNE","Plum","褐色","Brown","verde","Seaweed Green","청색","Blue","深グリーン","Deep Green","Purple Passion","Maroon","Deep Burgandy",366.76,245.56
9,69,60,96960,"azul viejo","Old Blue","зеленый","Green","dunkelgrün","Dark Green","vert","Green","深绿","Dark Green","viola","If The Green","초록색","Green","くらいみどり","About green","Deep Aquamarine","Dark Green","Emerald Green",274.6,292.8
98,52,0,98520,"cafe","Coffee","Коричневый","Brown","Dunkles Braun","Dark Brown","marron","Brown","棕色","Brown","marone","Brown","갈색","Brown","茶色","Brown","Chocolate Brown","Brown","Woodsy Brown",379.05,297.38
10,108,3,101083,"verde","Green","зеленый","Green","Dunkles Grün","Dark Green","vert","Green","深綠色","Dark Green","verde","Green","녹색","Green","みどり","Green","Pool Table Green","Green","Forest Green",304.36,333.44
10,15,68,101568,"azul marino","Navy Blue","темный синий","Dark Blue","dunkelblau","Dark Blue","bleu nuit mat","Midnight Blue Mat","午夜蓝","Midnight Blue","blu","Navy Blue","푸른","Blue","すごくダーク青","Very dark blue","Dark Navy Blue","Navy Blue","Navy Blue",290.06,267.13
101,7,64,101764,"elegante","Elegant","бордовый","Vinous","weinrot","Burgundy","Pourpre (héraldique)","Purple (Heraldry)","暗紫色","Dark Purple","viola scuro","Dark Purple","진한 자주색","Deep Purple","濃紫","Deep purple","Electric Indigo","Plum","Deep Burgandy",369.18,250.53
0,103,132,103132,"azul Marino","Navy Blue","син","Blue","matt blau","Matt Blue","bleu","Blue","深灰蓝色","Dark Gray Blue","blu chiaro","Light Blue","푸른색","Blue","青","Blue","Dark Turquoise","Teal","Teal Blue",225.16,262.97
103,99,0,103990,"verde aceituna quemado","Burned Olive Green","зеленовато-коричневый","Greenish-Brown","schlammgrün","Green Mud","vert","Green","绿色","Green","nero","Green","카키색","Khaki color","茶","Brown","Deep Olive Green","Green Brown","Green Brown",346.31,319.63
10,43,88,104388,"azul","Blue","темно-синий","Dark Blue","blau","Blue","bleu marine","Navy Blue","深藍色","Navy Blue","blu","Blue","파란색","Blue","青","Blue","Dark Navy Blue","Navy","Dark Blue",269.14,252.51
10,58,64,105864,"azul fuerte","Deep Blue","зеленый","Green","blaugrün","Blue-Green","bleu foncé","Dark Blue","军绿色","Army Green","Verde scuro","Dark Green","찐 청록","Steamed green","深緑","Dark green","Dark Blue Teal","Midnight Blue","Midnight Blue",283.92,282.41
10,67,28,106728,"verde","Green","Зелёный","Green","tiefgrün","Deep Green","vert","Green","暗綠色","Dark Green","verde","Green","진한녹색","Dark green","緑","Green","Dark Forest Green","Dark Green","Forest Green",235.25,279.41
107,90,1,107901,"marron","Brown","хаки","Khaki","grün","Green","marron","Brown","棕色","Brown","verde","Green","올리브색","Olive","茶色","Brown","Dark Olive Green","Brown","Brown",367.66,319.13
111,5,99,111599,"VIOLETA","Violet","темно пурпурный","Dark Purple","purpur","Purple","violet foncé","Dark Purple","深紫色","Deep Purple","violet","Violet","보라색","Purple","赤紫色","Magenta","Deep Raspberry","Plumb","Purple Grape",363.3,233.23
112,82,2,112822,"marron","Brown","темно коричневый","Dark Brown","braun","Brown","marron caca","Brown Poo","褐色","Brown","marrone","Brown","밝은 고동색","Light brown","暗い茶色","Dark brown","Chestnut Brown","Brown","Golden Brown",370.93,314.6
113,98,2,113982,"oliva","Olive","светло коричневый","Light Brown","grünbraun","Green-Brown","Vert avocat","Avocado Green","軍綠色","Army Green","marroncino","Brownish","갈색","Brown","茶色","Brown","Goldenish Brown","Olive","Golden Brown",352.99,321.26
11,42,22,114222,"De color negro","Black Color","зеленый","Green","Dunkelgrün","Dark Green","noir","Black","黑","Black","verde bottiglia scuro","Dark Green Bottle","검정","Black","深緑","Dark green","Dark Green Black","Pine Tree","Pine Tree",299.32,288.83
